,NU_ANO_CENSO,CO_UF,CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,DS_ENDERECO,NU_ENDERECO,DS_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_DDD,NU_TELEFONE,NU_TELEFONE_PUBLICO,NU_FAX,new_latitude,new_longitude,latitude,longitude,email,url_website,abr_nome,Lat,Long,Detalhamento,,,,,,,,,,,,
167417,2018,43,4314902,EEI CARROSSEL,43006795,RUA VIEIRA DE CASTRO,250,-,FARROUPILHA,90040320,51,33301694,-,-,-30.0383712,-51.2126005,,,,,,-30.0383712,-51.2126005,Rua Vieira de Castro, Farroupilha, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90040-320, Brasil,,,
167418,2018,43,4314902,EEI EDUCARE II,43006809,RUA VITORIO FRANCISCO GIORDANI,95,-,JARDIM ITU SABARA,91220490,51,33486270,-,-,-30.0108122,-51.135437,,,,,,-30.0108122,-51.135437,Rua Vitório Francisco Giordani, Jardim Itu, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91225-150, Brasil,,,
167419,2018,43,4314902,5212 EEI RECANTO DOS PEQUENINOS,43006817,R STEFAN HERMANN,4,-,PONTA GROSSA,91780598,51,32686068,-,98410928,-30.1848141,-51.192322600000004,-30.1848141,-51.192322600000004,clubdemaesmaesjesus@gmail.com                     ,                                                                                                    ,5212 RECANTO DOS PEQUENINOS   ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167420,2018,43,4314902,5220 IEI CANTINHO DO SOL,43006825,RUA PEDRO RAIMUNDO,179,-,CHAPEU DO SOL,91787029,51,33466751,98992845,-,-30.176499300000003,-51.174600500000004,-30.176499300000003,-51.174600500000004,escolacantinhodosol@gmail.com                     ,                                                                                                    ,5220 CANTINHO DO SOL          ,-30.177222,-51.1744737,Rua Pedro Raimundo, Loteamento Chapéu do Sol, Chapéu do Sol, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91780-070, Brasil,,
167421,2018,43,4314902,5221 EEI ANA MALTZ KNIJNIK,43006833,ESTR CRISTIANO KRAEMER,1078,LOTE 1A PREDIO 26,VILA NOVA,91750062,51,33720661,91651159,83223765,-30.1255537,-51.2021869,-30.1255537,-51.2021869,escolaanamaltzknijnik@outlook.com                 ,                                                                                                    ,5221 ANA MALTZ KNIJNIK        ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167422,2018,43,4314902,5222 IEI PRISMA,43006841,R PRISMA,203,-,SANTA TEREZA,90840130,51,32332428,-,-,-30.0779524,-51.2309604,-30.0779524,-51.2309604,escolaprisma203@gmail.com                         ,                                                                                                    ,5222 PRISMA                   ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167423,2018,43,4314902,COLEGIO AGIR,43006850,RUA MARECHAL FLORIANO PEIXOTO,142,-,CENTRO HISTORICO,90020060,51,30727788,-,-,-30.0315739,-51.2269648,,,,,,-30.0315739,-51.2269648,Rua Marechal Floriano Peixoto, Centro Histórico, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90020-061, Brasil,,,
167424,2018,43,4314902,ESC EDUC PROF FLIGHT,43007392,RUA DEZOITO DE NOVEMBRO,800,-,NAVEGANTES,90240040,51,33252114,-,-,-29.9986723,-51.1922586,,,,,,-29.9986723,-51.1922586,Rua 18 de Novembro, Navegantes, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90220-007, Brasil,,,
167425,2018,43,4314902,EEI FONTE DOS ANJOS,43008640,RUA ZEPPELIN,54,-,LOMBA DO PINHEIRO,91570520,51,996622708,-,-,-30.1262811,-51.1000868,,,,,,-30.1262811,-51.1000868,Rua Zeppelin, Lomba do Pinheiro, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91570-490, Brasil,,,
167426,2018,43,4314902,5225 IEI ESPACO DO SABER,43008666,R MILLO RAFFIN,79,-,MARIO QUINTANA,91240475,51,33877354,-,99806667,-30.0294738,-51.116994,-30.0294738,-51.116994,ong.suve@yahoo.com.br                             ,                                                                                                    ,5225 ESPAÃO DO SABER          ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167427,2018,43,4314902,EEI SITIO PARAISO,43008674,ESTRADA COSTA GAMA,5225,-,ABERTA DOS MORROS,91788199,51,32596265,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167428,2018,43,4314902,EEI SEMEARTE,43008682,RUA ABEL ROCHA TRILHA,221,-,PROTASIO ALVES,91240520,51,33400118,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167429,2018,43,4314902,5227 EEI MADRE VERONICA,43008690,R CEL CLAUDINO,80,-,CRISTAL,91910670,51,30199368,-,32429196,-30.0541333,-51.2440711,-30.0541333,-51.2440711,dselencovich@hotmail.com                          ,                                                                                                    ,5227 MADRE VERÃNICA           ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167430,2018,43,4314902,EEI PIMPAO,43008704,AVENIDA IRENE RUPERTI,79,-,PARQUE SANTA FE,91180620,51,30920481,-,-,-30.0142522,-51.1092627,,,,,,-30.0142522,-51.1092627,Avenida Irene Ruperti, Parque Santa Fé, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91180-490, Brasil,,,
167431,2018,43,4314902,EEI SAO JUDAS TADEU,43008720,RUA DOM DIOGO DE SOUZA,441,-,CRISTO REDENTOR,91350000,51,33727588,-,30173149,-30.0136764,-51.1547828,,,,,,-30.0136764,-51.1547828,Rua Dom Diogo de Souza, Cristo Redentor, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91350-000, Brasil,,,
167432,2018,43,4314902,EEI CANTINHO DOS BAIXINHOS,43008755,ACESSO E,2331,-,RESTINGA,91793590,51,32505055,-,-,-30.148653,-51.1427126,,,,,,-30.148653,-51.1427126,Acesso E, 3ª UV, Restinga, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91790-000, Brasil,,
167433,2018,43,4314902,IEI CANTINHO FELIZ,43008763,RUA TARCILA MORAES DUTRA,555,-,RUBEM BERTA,91170170,51,33878909,-,-,-30.0027332,-51.0938786,,,,,,-30.0027332,-51.0938786,Rua Tarcila Moraes Dutra, Parque dos Maias, Rubem Berta, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91170-570, Brasil,,
167434,2018,43,4314902,EEI TURMA DA MAGALI BABY,43008925,BECO DA TAQUARA,3869,-,LOMBA DO PINHEIRO,91570730,51,33223688,-,-,-30.1049126,-51.1151539,,,,,,-30.1049126,-51.1151539,Avenida Deputado Adão Pretto, Lomba do Pinheiro, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91560-640, Brasil,,,
167435,2018,43,4314902,EEF CRESCER,43009000,RUA GALILEIA,235,ESCOLA,VILA JARDIM,91330620,51,33345227,-,-,-30.0344262,-51.1531293,,,,,,-30.0344262,-51.1531293,Rua Galiléia, Vila Jardim, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91310-000, Brasil,,,
167436,2018,43,4314902,ESC EDUC PROF SENAC ZONA NORTE,43009018,AVENIDA DO FORTE,77,PREDIO,CRISTO REDENTOR,91360000,51,33615970,33667318,-,-30.0114917,-51.153876585882,,,,,,-30.0114917,-51.153876585882,Escola Técnica José César de Mesquita,77, Avenida do Forte, Cristo Redentor, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91360-000, Brasil,
167437,2018,43,4314902,EEI ALECRIM,43009026,AVENIDA SOLEDADE,301,-,PETROPOLIS,90470340,51,30127647,-,-,-30.0361361,-51.1813803,,,,,,-30.0361361,-51.1813803,Avenida Soledade, Petrópolis, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90470-150, Brasil,,,
167438,2018,43,4314902,EEI PROJETO CRIANCA SOGIPA,43009034,RUA BARAO DO COTEGIPE,400,-,SAO JOAO,90540020,51,33257200,-,-,-30.0096833,-51.1895745,,,,,,-30.0096833,-51.1895745,Rua Barão de Cotegipe, São João, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90550-140, Brasil,,,
167439,2018,43,4314902,EEI CASA AMETISTA,43009042,RUA VITOR HUGO,250,-,PETROPOLIS,90630070,51,30237663,-,-,-30.0433704,-51.1882543,,,,,,-30.0433704,-51.1882543,Rua Vitor Hugo, Petrópolis, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90670-160, Brasil,,,
167440,2018,43,4314902,EEI PROTASIO,43009069,AVENIDA PROTASIO ALVES,11355,-,PROTASIO ALVES,91260000,51,33670039,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167441,2018,43,4314902,EEI BOSQUE ENCANTADO,43009077,RUA WATANABE,10,-,BELEM VELHO,91787355,51,32452633,-,-,-30.1102249,-51.1590781,,,,,,-30.1102249,-51.1590781,Rua Watanabe, Belém Velho, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91787-330, Brasil,,,
167442,2018,43,4314902,EEI URSINHOS CARINHOSOS,43009085,RUA SENZALA,117,-,LOMBA DO PINHEIRO,91570420,51,30135961,-,-,-30.1195361,-51.1006683,,,,,,-30.1195361,-51.1006683,Rua Senzala, Lomba do Pinheiro, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91570-490, Brasil,,,
167443,2018,43,4314902,EEI LUDICA INFANCIA,43009093,RUA ZUZU ANGEL,251,-,ABERTA DOS MORROS,91787880,51,30940006,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167444,2018,43,4314902,IEI CANTO DAS CRIANCAS,43009107,AVENIDA ANTONIO GIUDICE,265,-,PROTASIO ALVES,91260040,51,84270165,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167445,2018,43,4314902,5228 IEI APRENDENDO FELIZ,43009115,AC CIRIO AMARAL DE OLIVEIRA,403,-,RESTINGA,91790260,51,32575046,-,92278181,-30.150493800000003,-51.1351031,-30.150493800000003,-51.1351031,aprendendofeliz@hotmail.com                       ,                                                                                                    ,5228 APRENDENDO FELIZ         ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167446,2018,43,4314902,EEI SONHO DE CRIANCA II,43009140,RUA FILADELFIA,331,-,SAO JOAO,90550060,51,30860086,-,-,-30.01698435,-51.1934274,,,,,,-30.01698435,-51.1934274,Sonho de Criança - Unidade II,331, Rua Filadélfia, Auxiliadora, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90550-062, Brasil,
167447,2018,43,4314902,EEI SEMEAR,43009158,RUA PROFESSOR JOAQUIM FELIZARDO,165,-,ESPIRITO SANTO,91770370,51,32681535,-,-,-30.1495267,-51.2079812,,,,,,-30.1495267,-51.2079812,Rua Professor Joaquim Felizardo, Espírito Santo, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91751-443, Brasil,,,
167448,2018,43,4314902,5226 EEI PROF MARIETA PAIXAO ARAUJO,43009166,R SARGENTO SILVIO DELMAR HOLLENBACH,698,-,RUBEM BERTA,91240120,51,35166240,-,33661436,-30.021905800000003,-51.109674600000005,-30.021905800000003,-51.109674600000005,marietapaixaoaraujo@gmail.com                     ,                                                                                                    ,5226 MARIETA PAIXÃO ARAÃJO    ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167449,2018,43,4314902,SENAC INFORMATICA PORTO ALEGRE,43009212,VENANCIO AIRES,93,-,CIDADE BAIXA,90040191,51,30293633,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167450,2018,43,4314902,5229 IEI CONSTRUINDO O AMANHA VILA JARDIM,43009280,R BARAO DE BAGE,317,-,VILA JARDIM,91330570,51,33389395,-,35179395,-30.0382218,-51.1553158,-30.0382218,-51.1553158,ieicamanha@gmail.com                              ,                                                                                                    ,5229 IEI CONSTRUINDO O AMANHÃ ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167451,2018,43,4314902,EEI CADE O AUAU II,43009298,RUA GENERAL NETO,337,CASA,FLORESTA,90560020,51,35575461,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167452,2018,43,4314902,EEI TARTARUGUINHA VERDE III,43009310,AVENIDA GANZO,-,-,MENINO DEUS,90150071,51,35160834,-,-,-30.0518107,-51.2233199,,,,,,-30.0518107,-51.2233199,Avenida Ganzo, Menino Deus, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90150-071, Brasil,,,
167453,2018,43,4314902,EEI CATIVAR - PARTENON,43009328,RUA PAULINO AZURENHA,1472,-,PARTENON,90680240,51,33197786,-,-,-30.0708495,-51.1983505,,,,,,-30.0708495,-51.1983505,Rua Paulino Azurenha, Partenon, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90680-540, Brasil,,,
167454,2018,43,4314902,EEI ARCO IRIS II,43009352,AVENIDA JUCA BATISTA,8000,LOTE 2011,BELEM NOVO,91781200,51,32778311,-,-,-30.1855285,-51.1746992,,,,,,-30.1855285,-51.1746992,Avenida Juca Batista, Belém Novo, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91780-070, Brasil,,,
167455,2018,43,4314902,EEI EDUCARE III,43009387,AVENIDA ANDARAI,266,-,PASSO DA AREIA,91350110,51,30135046,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167456,2018,43,4314902,EEI ANJO SAPEQUINHA,43032419,RUA ALVARES CABRAL,269,-,CRISTO REDENTOR,91350250,51,30619445,-,-,-30.013589,-51.1576302,,,,,,-30.013589,-51.1576302,Rua Álvares Cabral, Cristo Redentor, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91010-007, Brasil,,,
167457,2018,43,4314902,5239 EEI MEU PEDACINHO DE CHAO,43044999,R COLISEU,893,-,RESTINGA,91790280,51,32491219,-,-,-30.1525898,-51.13621869999999,-30.1525898,-51.13621869999999,jacque.rib@hotmail.com                            ,                                                                                                    ,5239 MEU PEDACINHO DE CHÃO    ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167458,2018,43,4314902,EEI TEMPO DE CRIANCA,43045049,AVENIDA EDGAR PIRES DE CASTRO,1056,-,ABERTA DOS MORROS,91788000,51,30247711,-,-,-30.1573909,-51.1965055,,,,,,-30.1573909,-51.1965055,Avenida Juca Batista, Aberta dos Morros, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91755-000, Brasil,,,
167459,2018,43,4314902,EEI TCHURMINHA ENCANTADA,43045081,RUA ATILIO SUPERTI,387,-,VILA NOVA,91750000,51,37797105,-,-,-30.1258656,-51.2122888,,,,,,-30.1258656,-51.2122888,Rua Atilio Superti, Vila Nova, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91750-340, Brasil,,,
167460,2018,43,4314902,EEI CRESCER E SABER,43045863,AVENIDA JUCA BATISTA,4268,-,HIPICA,91755000,51,32649441,-,-,-30.1624816,-51.1835098,,,,,,-30.1624816,-51.1835098,Avenida Juca Batista, Hípica, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91787-770, Brasil,,,
167461,2018,43,4314902,5238 EEI CHEIRINHO DE MAE,43046088,ACESSO F,2492,2 UNIDADE,RESTINGA,91793695,51,32493821,-,-,-30.1528026,-51.1456262,-30.1528026,-51.1456262,cheirinhodemae@hotmail.com                        ,                                                                                                    ,5238 CHEIRINHO DE MÃE         ,-30.1471728,-51.1414654,Acesso F, 3ª UV, Restinga, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91790-040, Brasil,,
167462,2018,43,4314902,EEI BRINCAR E ARTE,43046096,RUA RONDONIA,607,-,RESTINGA VELHA,91790470,51,32596250,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167463,2018,43,4314902,EEI TARTARUGUINHA VERDE IV,43046258,AVENIDA GANZO,140,-,MENINO DEUS,90150070,51,37371600,-,-,-30.0520145,-51.2221079,,,,,,-30.0520145,-51.2221079,Avenida Ganzo, Menino Deus, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90150-002, Brasil,,,
167464,2018,43,4314902,ESCOLA DE EDUCACAO INFANTIL LILADIM LTDA,43046460,RUA DOUTOR HERMES PACHECO,468,-,HIPICA,91755010,51,33463993,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167465,2018,43,4314902,EEI AQUARELA,43046509,RUA FOLHA DA TARDE,39,-,CRISTAL,91910710,51,30624540,-,-,-30.0988752,-51.2462421,,,,,,-30.0988752,-51.2462421,Rua Folha da Tarde, Cristal, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91900-590, Brasil,,,
167466,2018,43,4314902,EEI SONHO MEU,43046576,RUA JOSE ALVES DE CASTRO,130,-,VILA NOVA,91750090,51,32442361,-,-,-30.1173365,-51.2047278,,,,,,-30.1173365,-51.2047278,Rua José Alves de Castro, Vila Nova, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91750-040, Brasil,,,
167467,2018,43,4314902,EEI FLORESCER,43047629,RUA PROFESSOR JOSE SALGADO MARTINS,191,-,BELA VISTA,90450150,51,30288800,-,-,-30.0328658,-51.1867028,,,,,,-30.0328658,-51.1867028,Rua Professor José Salgado Martins, Bela Vista, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90470-150, Brasil,,,
167468,2018,43,4314902,EEI IMAGINAR E CRIAR,43047653,RUA GURUPA,112,-,SARANDI,91130390,51,33481665,-,-,-29.9985784,-51.1278493,,,,,,-29.9985784,-51.1278493,Rua Gurupá, Sarandi, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91130-520, Brasil,,,
